arm,dx_m,dt_s,c_mps,f0_hz,band_low_hz,band_high_hz,ppw_min,q_mode_max,q_full_spectrum,all_modes_spectral_stable,all_modes_strict_stable,all_modes_monotone,full_spectrum_stable,full_spectrum_strict,full_spectrum_safe,full_spectrum_monotone,grid_aliased_modes,valid_modes,invalid_modes,max_abs_spatial_error,min_signed_spatial_error,max_signed_spatial_error,max_abs_total_error,min_signed_total_error,max_signed_total_error,max_abs_temporal_increment,min_signed_temporal_increment,max_signed_temporal_increment,max_abs_phase_1s_rad,weighted_abs_spatial_error,weighted_abs_total_error,weighted_abs_temporal_increment,weighted_abs_phase_1s_rad,max_angular_anisotropy,max_abs_teacher_delta_phase_1s_rad,quadrature_valid_energy_fraction,worst_total_frequency_hz,worst_total_angle_deg
time_refined,5.0,0.0003125,6000.0,15.0,6.837810560305453,26.866861319554786,44.664688804813665,0.002782874666533056,1.8285714285714285,True,True,True,True,True,True,True,0,23478,0,2.4234836359937617e-11,-2.4234836359937617e-11,2.220446049250313e-16,1.0784789727935618e-08,-1.0784789727935618e-08,-4.5130121861802763e-11,1.0760555113620285e-08,-1.0760555113620285e-08,-4.5130232884105226e-11,1.8205746196252472e-06,8.761165599458965e-13,1.9972835371725792e-09,1.9964074210415898e-09,2.5390629458449835e-07,2.2716606373762716e-11,1.7699978016597527e-06,1.0,26.866861319554786,0.0
space_refined,2.5,0.000125,6000.0,15.0,6.837810560305453,26.866861319554786,89.32937760962733,0.0004452599466466356,1.1702857142857142,True,True,True,True,True,True,True,0,23478,0,9.492406860545088e-14,-9.492406860545088e-14,4.440892098500626e-16,2.754693140261111e-10,-2.754693140261111e-10,-1.1550760348200129e-12,2.7537461200211055e-10,-2.7537461200211055e-10,-1.1552980794249379e-12,4.650182843180129e-08,3.4379128758406052e-15,5.110104256875276e-11,5.109764236788549e-11,6.495881472515525e-09,8.892886427247504e-14,4.075027016924996e-09,1.0,26.866861319554786,0.0
coarse_125us,10.0,0.000125,6000.0,15.0,6.837810560305453,26.866861319554786,22.332344402406832,0.00044525994630289226,0.07314285714285713,True,True,True,True,True,True,True,0,23478,0,6.120847051427347e-09,-6.120847051427347e-09,-6.8833827526759706e-15,6.396221441384853e-09,-6.396221441384853e-09,-1.1621814621776139e-12,2.7537461200211055e-10,-2.7537461200211055e-10,-1.1551870571224754e-12,1.0797427406048354e-06,2.2229233787297045e-10,2.733899630971762e-10,5.109762522420574e-11,3.811022404227767e-08,5.7348379378652226e-09,1.029165885156109e-06,1.0,26.866861319554786,0.0
coarse_250us,10.0,0.00025,6000.0,15.0,6.837810560305453,26.866861319554786,22.332344402406832,0.001781039785211569,0.29257142857142854,True,True,True,True,True,True,True,0,23478,0,6.120847051427347e-09,-6.120847051427347e-09,-6.8833827526759706e-15,1.0527713145691564e-08,-1.0527713145691564e-08,-1.8492096742761532e-11,4.406866538353427e-09,-4.406866538353427e-09,-1.8485102337706394e-11,1.777177658466032e-06,2.2229233787297045e-10,1.0399491271611035e-09,8.176567892881331e-10,1.3555405155048938e-07,5.734838048887525e-09,1.7266008030173057e-06,1.0,26.866861319554786,0.0
teacher,5.0,0.000125,6750.0,15.0,6.837810560305453,26.866861319554786,50.24777490541537,0.0004452599466461138,0.37028571428571433,True,True,True,True,True,True,True,0,23478,0,9.454215188497983e-12,-9.454215188497983e-12,4.440892098500626e-16,2.8482871616830607e-10,-2.8482871616830607e-10,-1.1549650125175503e-12,2.753748340467155e-10,-2.753748340467155e-10,-1.1551870571224754e-12,4.8081784130966134e-08,3.41670282795713e-13,5.143930062324717e-11,5.109763217259112e-11,6.544004227165591e-09,8.862355294070312e-12,0.0,1.0,26.866861319554786,0.0
r6,5.0,0.000625,6750.0,15.0,6.837810560305453,26.866861319554786,50.24777490541537,0.011131498666152845,9.257142857142856,True,True,True,True,True,True,False,0,23478,0,9.454215188497983e-12,-9.454215188497983e-12,4.440892098500626e-16,1.723924868413107e-07,-1.723924868413107e-07,-7.221405695645444e-10,1.723830328481668e-07,-1.723830328481668e-07,-7.221409026314518e-10,2.910148404139969e-05,3.41670282795713e-13,3.1966219577876605e-08,3.196587790942595e-08,4.063729614636359e-06,8.86224427176785e-12,2.9053402313493573e-05,1.0,26.866861319554786,0.0
time_refined,5.0,0.0003125,6750.0,15.0,6.837810560305453,26.866861319554786,50.24777490541537,0.002782874666538211,2.314285714285714,True,True,True,True,True,True,True,0,23478,0,9.454215188497983e-12,-9.454215188497983e-12,4.440892098500626e-16,1.0770009328808783e-08,-1.0770009328808783e-08,-4.512989981719784e-11,1.0760555224642587e-08,-1.0760555224642587e-08,-4.5130121861802763e-11,1.818079548307487e-06,3.41670282795713e-13,1.996749088332251e-09,1.9964074198815947e-09,2.538302625087636e-07,8.862355294070312e-12,1.7699978016597527e-06,1.0,26.866861319554786,0.0
space_refined,2.5,0.000125,6750.0,15.0,6.837810560305453,26.866861319554786,100.49554981083074,0.00044525994664663883,1.4811428571428573,True,True,True,True,True,True,True,0,23478,0,3.7192471324942744e-14,-3.7192471324942744e-14,4.440892098500626e-16,2.7541158242883057e-10,-2.7541158242883057e-10,-1.1547429679126253e-12,2.75374723024413e-10,-2.75374723024413e-10,-1.1551870571224754e-12,4.649208279156066e-08,1.3606123900140628e-15,5.1098955132783175e-11,5.109764289577537e-11,6.4955842765245395e-09,3.4861002973229915e-14,1.589701339405477e-09,1.0,26.866861319554786,0.0
coarse_125us,10.0,0.000125,6750.0,15.0,6.837810560305453,26.866861319554786,25.123887452707685,0.00044525994651241357,0.09257142857142858,True,True,True,True,True,True,True,0,23478,0,2.394588416443355e-09,-2.394588416443355e-09,-2.4424906541753444e-15,2.669963139467768e-09,-2.669963139467768e-09,-1.1577405700791132e-12,2.753748340467155e-10,-2.753748340467155e-10,-1.1551870571224754e-12,4.507150579356183e-07,8.685446228138737e-11,1.3795208978721537e-10,5.109762750582799e-11,1.8849020569351015e-08,2.243859542616633e-09,4.026332738046522e-07,1.0,26.866861319554786,0.0
coarse_250us,10.0,0.00025,6750.0,15.0,6.837810560305453,26.866861319554786,25.123887452707685,0.0017810397860496543,0.37028571428571433,True,True,True,True,True,True,True,0,23478,0,2.394588416443355e-09,-2.394588416443355e-09,-2.4424906541753444e-15,6.801454732752177e-09,-6.801454732752177e-09,-1.8487655850663032e-11,4.406866538353427e-09,-4.406866538353427e-09,-1.848499131540393e-11,1.1481499570551991e-06,8.685446228138737e-11,9.045112557610005e-10,8.17656793479613e-10,1.1629284825028149e-07,2.243859320572028e-09,1.100068172924233e-06,1.0,26.866861319554786,0.0
teacher,5.0,0.000125,1500.0,25.0,11.39635093384242,44.77810219925797,6.699703320722051,0.0012368198961056225,0.018285714285714284,True,True,True,True,True,True,True,0,23478,0,7.779657611306501e-05,-7.779657611306501e-05,-1.0383005566438896e-10,7.77987003389713e-05,-7.77987003389713e-05,-1.127444804183142e-10,2.124995512886585e-09,-2.124995512886585e-09,-8.914202709320307e-12,0.021888595396854515,3.004928502817432e-06,3.0053227841201337e-06,3.942813027014823e-10,0.000709504930120296,7.242436355647808e-05,0.0,1.0,44.77810219925797,0.0
r6,5.0,0.000625,1500.0,25.0,11.39635093384242,44.77810219925797,6.699703320722051,0.03092049740264056,0.45714285714285713,True,True,True,True,True,True,True,0,23478,0,7.779657611306501e-05,-7.779657611306501e-05,-1.0383005566438896e-10,7.913010205062854e-05,-7.913010205062854e-05,-5.676967562706636e-09,1.3340098354852614e-06,-1.3340098354852614e-06,-5.57313717397534e-09,0.02226318408857006,3.004928502817432e-06,3.25199602160523e-06,2.4706751878779755e-07,0.0007617749214861563,7.242388042816295e-05,0.000374724619438869,1.0,44.77810219925797,0.0
time_refined,5.0,0.0003125,1500.0,25.0,11.39635093384242,44.77810219925797,6.699703320722051,0.00773012435066014,0.11428571428571428,True,True,True,True,True,True,True,0,23478,0,7.779657611306501e-05,-7.779657611306501e-05,-1.0383005566438896e-10,7.787963393213193e-05,-7.787963393213193e-05,-4.5207326770935197e-10,8.308791688005357e-08,-8.308791688005357e-08,-3.482428789780556e-10,0.021911365991568673,3.004928502817432e-06,3.020338871899431e-06,1.5410369081998853e-08,0.0007126863908052811,7.242433422827155e-05,2.2778846179073633e-05,1.0,44.77810219925797,0.0
space_refined,2.5,0.000125,1500.0,25.0,11.39635093384242,44.77810219925797,13.399406641444102,0.0012368331291815096,0.07314285714285713,True,True,True,True,True,True,True,0,23478,0,3.529529314372226e-07,-3.529529314372226e-07,-4.0756287233989497e-13,3.550779802408144e-07,-3.550779802408144e-07,-9.321876603962664e-12,2.1250525783500507e-09,-2.1250525783500507e-09,-8.914202709320307e-12,9.990087507837482e-05,1.29571437756867e-08,1.3351442460141492e-08,3.942986844547918e-10,3.152696886259258e-06,3.3033546820160353e-07,0.02178869452177614,1.0,44.77810219925797,0.0
coarse_125us,10.0,0.000125,1500.0,25.0,11.39635093384242,44.77810219925797,3.3498516603610256,0.0012343100477986342,0.004571428571428571,True,True,True,True,True,True,True,0,23478,0,0.0110461108516684,-0.0110461108516684,-2.6069343683765567e-08,0.011046112861909485,-0.011046112861909485,-2.6078258219541794e-08,2.1142305683952145e-09,-2.1142305683952145e-09,-8.914091687017844e-12,3.107814064873419,0.0005236114218874569,0.0005236118133008714,3.914134143877877e-10,0.12196004333064543,0.010025590974149123,3.0859254694765643,1.0,44.77810219925797,0.0
coarse_250us,10.0,0.00025,1500.0,25.0,11.39635093384242,44.77810219925797,3.3498516603610256,0.004937240191194537,0.018285714285714284,True,True,True,True,True,True,True,0,23478,0,0.0110461108516684,-0.0110461108516684,-2.6069343683765567e-08,0.011046143032904965,-0.011046143032904965,-2.62119803640104e-08,3.3846341285226345e-08,-3.3846341285226345e-08,-1.426361251333219e-10,3.1078225534562605,0.0005236114218874569,0.0005236176865228828,6.264635425816406e-09,0.12196128611556781,0.010025589413033886,3.085933958059406,1.0,44.77810219925797,0.0
teacher,5.0,0.000125,1600.0,25.0,11.39635093384242,44.77810219925797,7.146350208770188,0.0012368251588574788,0.020805079365079363,True,True,True,True,True,True,True,0,23478,0,4.755677268053482e-05,-4.755677268053482e-05,-6.200606694761746e-11,4.7558897227961694e-05,-4.7558897227961694e-05,-7.092060272384515e-11,2.1250182724585898e-09,-2.1250182724585898e-09,-8.914202709320307e-12,0.013380653589427353,1.8218239651171668e-06,1.8222182532638102e-06,3.942881466431777e-10,0.00043042201415099534,4.431208036403955e-05,0.0,1.0,44.77810219925797,0.0
r6,5.0,0.000625,1600.0,25.0,11.39635093384242,44.77810219925797,7.146350208770188,0.03092062897143697,0.5201269841269841,True,True,True,True,True,True,True,0,23478,0,4.755677268053482e-05,-4.755677268053482e-05,-6.200606694761746e-11,4.889050064593725e-05,-4.889050064593725e-05,-5.635143685012167e-09,1.3340240524462033e-06,-1.3340240524462033e-06,-5.57313717397534e-09,0.013755299031036809,1.8218239651171668e-06,2.0688957897381122e-06,2.4707182462094524e-07,0.00048269308034685273,4.4311784747841365e-05,0.00037472861296484593,1.0,44.77810219925797,0.0
time_refined,5.0,0.0003125,1600.0,25.0,11.39635093384242,44.77810219925797,7.146350208770188,0.007730157242859243,0.13003174603174603,True,True,True,True,True,True,True,0,23478,0,4.755677268053482e-05,-4.755677268053482e-05,-6.200606694761746e-11,4.763984306532798e-05,-4.763984306532798e-05,-4.1024927899258046e-10,8.308880106167038e-08,-8.308880106167038e-08,-3.482429900003581e-10,0.01340342762903792,1.8218239651171668e-06,1.837234602274864e-06,1.5410637157697264e-08,0.00043360354014362694,4.431206241861663e-05,2.2779088539402487e-05,1.0,44.77810219925797,0.0
space_refined,2.5,0.000125,1600.0,25.0,11.39635093384242,44.77810219925797,14.292700417540376,0.0012368331516431268,0.08322031746031745,True,True,True,True,True,True,True,0,23478,0,2.118915909399277e-07,-2.118915909399277e-07,-2.432498646953718e-13,2.140166412978317e-07,-2.140166412978317e-07,-9.157674618620604e-12,2.125052689372353e-09,-2.125052689372353e-09,-8.914202709320307e-12,6.021339237225521e-05,7.762826657662574e-09,8.15712536255765e-09,3.9429870489507523e-10,1.9225632230131787e-06,1.9835442299775963e-07,0.013320440197055099,1.0,44.77810219925797,0.0
coarse_125us,10.0,0.000125,1600.0,25.0,11.39635093384242,44.77810219925797,3.573175104385094,0.001235253300417692,0.005201269841269841,True,True,True,True,True,True,True,0,23478,0,0.007238338706304859,-0.007238338706304859,-1.56049295707561e-08,0.007238340755547967,-0.007238340755547967,-1.5613843995510024e-08,2.1182723353163624e-09,-2.1182723353163624e-09,-8.914202709320307e-12,2.0365007571133757,0.00033203705916561444,0.00033203745161604044,3.924504259964518e-10,0.07750776228343764,0.006599453145340828,2.0231201035239486,1.0,44.77810219925797,0.0
coarse_250us,10.0,0.00025,1600.0,25.0,11.39635093384242,44.77810219925797,3.573175104385094,0.004941013201670768,0.020805079365079363,True,True,True,True,True,True,True,0,23478,0,0.007238338706304859,-0.007238338706304859,-1.56049295707561e-08,0.007238371512050645,-0.007238371512050645,-1.574756613997863e-08,3.3911060293156936e-08,-3.3911060293156936e-08,-1.4263623615562437e-10,2.0365094104281485,0.00033203705916561444,0.00033204334040333797,6.281237723576816e-09,0.077509008918599,0.006599452109055548,2.0231287568387213,1.0,44.77810219925797,0.0
teacher,5.0,0.000125,1800.0,25.0,11.39635093384242,44.77810219925797,8.03964398486646,0.0012368299987803237,0.02633142857142857,True,True,True,True,True,True,True,0,23478,0,1.9229564048095504e-05,-1.9229564048095504e-05,-2.419531242026096e-11,1.9231688896614862e-05,-1.9231688896614862e-05,-3.310962615188373e-11,2.1250393666960576e-09,-2.1250393666960576e-09,-8.91431373162277e-12,0.005410818628358443,7.274789377353562e-07,7.278732322868485e-07,3.9429455149228505e-10,0.00017206406811067548,1.7941455111358806e-05,0.0,1.0,44.77810219925797,0.0
r6,5.0,0.000625,1800.0,25.0,11.39635093384242,44.77810219925797,8.03964398486646,0.030920749969508096,0.6582857142857143,True,True,True,True,True,True,True,0,23478,0,1.9229564048095504e-05,-1.9229564048095504e-05,-2.419531242026096e-11,2.056348128609553e-05,-2.056348128609553e-05,-5.597332819462508e-09,1.3340371273207197e-06,-1.3340371273207197e-06,-5.573137284997642e-09,0.005785517236933398,7.274789377353562e-07,9.745547562522538e-07,2.4707581851689745e-07,0.00022433613175350175,1.794133541288545e-05,0.0003747322856343595,1.0,44.77810219925797,0.0
time_refined,5.0,0.0003125,1800.0,25.0,11.39635093384242,44.77810219925797,8.03964398486646,0.007730187492377024,0.16457142857142856,True,True,True,True,True,True,True,0,23478,0,1.9229564048095504e-05,-1.9229564048095504e-05,-2.419531242026096e-11,1.9312646205693618e-05,-1.9312646205693618e-05,-3.7243863548752643e-10,8.308961452208052e-08,-8.308961452208052e-08,-3.482429900003581e-10,0.005433595895525146,7.274789377353562e-07,7.42889823552435e-07,1.5410885817078932e-08,0.00017524565470097492,1.7941447845282177e-05,2.2779311470923008e-05,1.0,44.77810219925797,0.0
space_refined,2.5,0.000125,1800.0,25.0,11.39635093384242,44.77810219925797,16.07928796973292,0.0012368331720181314,0.10532571428571429,True,True,True,True,True,True,True,0,23478,0,8.334799894704759e-08,-8.334799894704759e-08,-9.470202400052585e-14,8.547305085926382e-08,-8.547305085926382e-08,-9.009015755623295e-12,2.1250530224392605e-09,-2.1250530224392605e-09,-8.914202709320307e-12,2.4047767114896408e-05,3.044051800598837e-09,3.438350580543238e-09,3.9429877994440066e-10,8.048240888273225e-07,7.804759605267719e-08,0.005386770861243547,1.0,44.77810219925797,0.0
coarse_125us,10.0,0.000125,1800.0,25.0,11.39635093384242,44.77810219925797,4.01982199243323,0.0012361705155596791,0.006582857142857143,True,True,True,True,True,True,True,0,23478,0,0.003257927425161289,-0.003257927425161289,-6.111048000967401e-09,0.003257929515820157,-0.003257929515820157,-6.119962647765931e-09,2.1222075208271463e-09,-2.1222075208271463e-09,-8.914202709320307e-12,0.9166155821697687,0.00014211425616916708,0.00014211464966567728,3.9349651021454987e-10,0.03328467699303655,0.0029900018710821152,0.9112047635414102,1.0,44.77810219925797,0.0
coarse_250us,10.0,0.00025,1800.0,25.0,11.39635093384242,44.77810219925797,4.01982199243323,0.0049446820622387165,0.02633142857142857,True,True,True,True,True,True,True,0,23478,0,0.003257927425161289,-0.003257927425161289,-6.111048000967401e-09,0.0032579608940596083,-0.0032579608940596083,-6.253684792234537e-09,3.3974064228559087e-08,-3.3974064228559087e-08,-1.4263634717792684e-10,0.9166244104096316,0.00014211425616916708,0.00014212055415362728,6.2979844602058516e-09,0.033285927521309294,0.0029900013974648587,0.9112135917812731,1.0,44.77810219925797,0.0
teacher,5.0,0.000125,3000.0,25.0,11.39635093384242,44.77810219925797,13.399406641444102,0.0012368331291815096,0.07314285714285713,True,True,True,True,True,True,True,0,23478,0,3.529529314372226e-07,-3.529529314372226e-07,-4.0756287233989497e-13,3.550779802408144e-07,-3.550779802408144e-07,-9.321876603962664e-12,2.1250525783500507e-09,-2.1250525783500507e-09,-8.914202709320307e-12,9.990087507837482e-05,1.29571437756867e-08,1.3351442460141492e-08,3.942986844547918e-10,3.152696886259258e-06,3.3033546820160353e-07,0.0,1.0,44.77810219925797,0.0
r6,5.0,0.000625,3000.0,25.0,11.39635093384242,44.77810219925797,13.399406641444102,0.030920828229537737,1.8285714285714285,True,True,True,True,True,True,True,0,23478,0,3.529529314372226e-07,-3.529529314372226e-07,-4.0756287233989497e-13,1.6869963079813033e-06,-1.6869963079813033e-06,-5.573544847869982e-09,1.3340455838894982e-06,-1.3340455838894982e-06,-5.57313717397534e-09,0.0004746349162711267,1.29571437756867e-08,2.600355816176606e-07,2.470784378419739e-07,5.542541521778944e-05,3.3033326451992195e-07,0.00037473466119664013,1.0,44.77810219925797,0.0
time_refined,5.0,0.0003125,3000.0,25.0,11.39635093384242,44.77810219925797,13.399406641444102,0.007730207057384434,0.45714285714285713,True,True,True,True,True,True,True,0,23478,0,3.529529314372226e-07,-3.529529314372226e-07,-4.0756287233989497e-13,4.3604293431531715e-07,-4.3604293431531715e-07,-3.4865066389500043e-10,8.309014032370499e-08,-8.309014032370499e-08,-3.482429900003581e-10,0.00012268029315785597,1.29571437756867e-08,2.836819266704674e-08,1.541104889136004e-08,6.334323260446014e-06,3.3033533441972907e-07,2.2779455750128998e-05,1.0,44.77810219925797,0.0
space_refined,2.5,0.000125,3000.0,25.0,11.39635093384242,44.77810219925797,26.798813282888204,0.0012368331849068775,0.29257142857142854,True,True,True,True,True,True,True,0,23478,0,1.4313584761893594e-09,-1.4313584761893594e-09,-1.4432899320127035e-15,3.556411276584015e-09,-3.556411276584015e-09,-8.915757021554782e-12,2.125052911416958e-09,-2.125052911416958e-09,-8.914202709320307e-12,1.0005931610526398e-06,5.1886969306796646e-11,4.4618572919206673e-10,3.942987598852701e-10,9.583802046225291e-08,1.3413381516613754e-09,9.890028191732219e-05,1.0,44.77810219925797,0.0
coarse_125us,10.0,0.000125,3000.0,25.0,11.39635093384242,44.77810219925797,6.699703320722051,0.0012368198961056225,0.018285714285714284,True,True,True,True,True,True,True,0,23478,0,7.779657611306501e-05,-7.779657611306501e-05,-1.0383005566438896e-10,7.77987003389713e-05,-7.77987003389713e-05,-1.127444804183142e-10,2.124995512886585e-09,-2.124995512886585e-09,-8.914202709320307e-12,0.021888595396854515,3.004928502817432e-06,3.0053227841201337e-06,3.942813027014823e-10,0.000709504930120296,7.242436355647808e-05,0.02178869452177614,1.0,44.77810219925797,0.0
coarse_250us,10.0,0.00025,3000.0,25.0,11.39635093384242,44.77810219925797,6.699703320722051,0.00494727958442249,0.07314285714285713,True,True,True,True,True,True,True,0,23478,0,7.779657611306501e-05,-7.779657611306501e-05,-1.0383005566438896e-10,7.783058250487862e-05,-7.783058250487862e-05,-2.4646662488692073e-10,3.401871273567281e-08,-3.401871273567281e-08,-1.4263634717792684e-10,0.021897565415979262,3.004928502817432e-06,3.0112390521623676e-06,6.3105493449352894e-09,0.0007107583901785328,7.242435200516262e-05,0.021797664540900888,1.0,44.77810219925797,0.0
teacher,5.0,0.000125,4500.0,25.0,11.39635093384242,44.77810219925797,20.099109962166153,0.0012368331829160435,0.16457142857142856,True,True,True,True,True,True,True,0,23478,0,1.4159214023479194e-08,-1.4159214023479194e-08,-1.587618925213974e-14,1.6284266490806942e-08,-1.6284266490806942e-08,-8.930300943177372e-12,2.125052911416958e-09,-2.125052911416958e-09,-8.914202709320307e-12,4.581563946425974e-06,5.14954524015986e-10,9.092532788702839e-10,3.9429875485429793e-10,2.055891218308671e-07,1.3264382259237095e-08,0.0,1.0,44.77810219925797,0.0
r6,5.0,0.000625,4500.0,25.0,11.39635093384242,44.77810219925797,20.099109962166153,0.03092082957290109,4.114285714285715,True,True,True,True,True,True,True,0,23478,0,1.4159214023479194e-08,-1.4159214023479194e-08,-1.587618925213974e-14,1.3482048545343517e-06,-1.3482048545343517e-06,-5.573153494253802e-09,1.3340457292176922e-06,-1.3340457292176922e-06,-5.573137396019945e-09,0.0003793162410734396,5.14954524015986e-10,2.475934382746139e-07,2.4707848375059794e-07,5.2478318942012904e-05,1.3264293996506638e-08,0.00037473470199089065,1.0,44.77810219925797,0.0
time_refined,5.0,0.0003125,4500.0,25.0,11.39635093384242,44.77810219925797,20.099109962166153,0.007730207393225273,1.0285714285714287,True,True,True,True,True,True,True,0,23478,0,1.4159214023479194e-08,-1.4159214023479194e-08,-1.587618925213974e-14,9.724935801092016e-08,-9.724935801092016e-08,-3.482591992565176e-10,8.309014964957839e-08,-8.309014964957839e-08,-3.4824310102266054e-10,2.736102069610782e-05,5.14954524015986e-10,1.5926006271951894e-08,1.5411051747935907e-08,3.3872161941125495e-06,1.3264377374255787e-08,2.2779458217775087e-05,1.0,44.77810219925797,0.0
space_refined,2.5,0.000125,4500.0,25.0,11.39635093384242,44.77810219925797,40.19821992433231,0.0012368331851208385,0.6582857142857143,True,True,True,True,True,True,True,0,23478,0,5.623845833468977e-11,-5.623845833468977e-11,2.220446049250313e-16,2.1812912587293454e-09,-2.1812912587293454e-09,-8.914202709320307e-12,2.1250530224392605e-09,-2.1250530224392605e-09,-8.914202709320307e-12,6.137043626306607e-07,2.0338728538367417e-12,3.9633262881454476e-10,3.9429875597302177e-10,8.401967037827189e-08,5.271372227610982e-11,3.967859583795313e-06,1.0,44.77810219925797,0.0
coarse_125us,10.0,0.000125,4500.0,25.0,11.39635093384242,44.77810219925797,10.049554981083077,0.0012368326370318942,0.04114285714285714,True,True,True,True,True,True,True,0,23478,0,3.3912539694203048e-06,-3.3912539694203048e-06,-4.065969783084711e-12,3.393378986138451e-06,-3.393378986138451e-06,-1.2980394537009943e-11,2.1250505799486064e-09,-2.1250505799486064e-09,-8.914202709320307e-12,0.0009547241706114479,1.2614076790417392e-07,1.2653506592356016e-07,3.9429801938625136e-10,2.9936948601322106e-05,3.169680917403106e-06,0.000950142606665022,1.0,44.77810219925797,0.0
coarse_250us,10.0,0.00025,4500.0,25.0,11.39635093384242,44.77810219925797,10.049554981083077,0.004947330548127577,0.16457142857142856,True,True,True,True,True,True,True,0,23478,0,3.3912539694203048e-06,-3.3912539694203048e-06,-4.065969783084711e-12,3.425273019219688e-06,-3.425273019219688e-06,-1.46702427983314e-10,3.4019589145728446e-08,-3.4019589145728446e-08,-1.4263634717792684e-10,0.000963697528555056,1.2614076790417392e-07,1.3245158495382435e-07,6.310817049650437e-09,3.1190471433729346e-05,3.1696804116965183e-06,0.00095911596460863,1.0,44.77810219925797,0.0
teacher,5.0,0.000125,5800.0,25.0,11.39635093384242,44.77810219925797,25.90551950679193,0.0012368331848376284,0.27339174603174604,True,True,True,True,True,True,True,0,23478,0,1.875659405570218e-09,-1.875659405570218e-09,-2.1094237467877974e-15,4.000711983920269e-09,-4.000711983920269e-09,-8.916423155369557e-12,2.125052911416958e-09,-2.125052911416958e-09,-8.914202709320307e-12,1.1255967713320775e-06,6.80129738777642e-11,4.623117200718957e-10,3.9429874619413155e-10,9.966062036180458e-08,1.7576442523647984e-09,0.0,1.0,44.77810219925797,0.0
r6,5.0,0.000625,5800.0,25.0,11.39635093384242,44.77810219925797,25.90551950679193,0.030920829620940712,6.83479365079365,True,True,True,True,True,True,False,0,23478,0,1.875659405570218e-09,-1.875659405570218e-09,-2.1094237467877974e-15,1.335921381850902e-06,-1.335921381850902e-06,-5.5731397274882966e-09,1.3340457344357404e-06,-1.3340457344357404e-06,-5.573137396019945e-09,0.00037586029691929714,6.80129738777642e-11,2.4714649837675214e-07,2.470784854028744e-07,5.2372390855947074e-05,1.7576325950230398e-09,0.0003747347034589839,1.0,44.77810219925797,0.0
time_refined,5.0,0.0003125,5800.0,25.0,11.39635093384242,44.77810219925797,25.90551950679193,0.007730207405235178,1.7086984126984126,True,True,True,True,True,True,True,0,23478,0,1.875659405570218e-09,-1.875659405570218e-09,-2.1094237467877974e-15,8.49658082779925e-08,-8.49658082779925e-08,-3.482453214687098e-10,8.30901497606007e-08,-8.30901497606007e-08,-3.4824310102266054e-10,2.3905054864163057e-05,6.80129738777642e-11,1.5479064824525564e-08,1.5411051850647797e-08,3.2812877195307164e-06,1.757643697253286e-09,2.2779458311483166e-05,1.0,44.77810219925797,0.0
space_refined,2.5,0.000125,5800.0,25.0,11.39635093384242,44.77810219925797,51.81103901358386,0.0012368331851284118,1.0935669841269842,True,True,True,True,True,True,True,0,23478,0,7.400524637546368e-12,-7.400524637546368e-12,4.440892098500626e-16,2.132453102987597e-09,-2.132453102987597e-09,-8.914202709320307e-12,2.125052911416958e-09,-2.125052911416958e-09,-8.914202709320307e-12,5.999637907920305e-07,2.674240882524602e-13,3.9456617098955613e-10,3.942987495499871e-10,8.360084532132637e-08,6.937006524765366e-12,5.25632980540047e-07,1.0,44.77810219925797,0.0
coarse_125us,10.0,0.000125,5800.0,25.0,11.39635093384242,44.77810219925797,12.952759753395965,0.0012368331118791705,0.06834793650793651,True,True,True,True,True,True,True,0,23478,0,4.61297575138353e-07,-4.61297575138353e-07,-5.344613640545504e-13,4.6342262294274406e-07,-4.6342262294274406e-07,-9.448997140282245e-12,2.1250524673277482e-09,-2.1250524673277482e-09,-8.914202709320307e-12,0.00013038354428989834,1.695459145984888e-08,1.7348890109581853e-08,3.9429864973297256e-10,4.099263028140226e-06,4.316854977925999e-07,0.00012925794751856627,1.0,44.77810219925797,0.0
coarse_250us,10.0,0.00025,5800.0,25.0,11.39635093384242,44.77810219925797,12.952759753395965,0.004947332447516682,0.27339174603174604,True,True,True,True,True,True,True,0,23478,0,4.61297575138353e-07,-4.61297575138353e-07,-5.344613640545504e-13,4.953171234278742e-07,-4.953171234278742e-07,-1.4317114160888877e-10,3.401962167526307e-08,-3.401962167526307e-08,-1.426364582002293e-10,0.00013935703373717752,1.695459145984888e-08,2.3265418737500567e-08,6.310827277651688e-09,5.352788264425437e-06,4.316854290697947e-07,0.00013823143696584545,1.0,44.77810219925797,0.0
teacher,5.0,0.000125,6000.0,25.0,11.39635093384242,44.77810219925797,26.798813282888204,0.0012368331849068775,0.29257142857142854,True,True,True,True,True,True,True,0,23478,0,1.4313584761893594e-09,-1.4313584761893594e-09,-1.4432899320127035e-15,3.556411276584015e-09,-3.556411276584015e-09,-8.915757021554782e-12,2.125052911416958e-09,-2.125052911416958e-09,-8.914202709320307e-12,1.0005931610526398e-06,5.1886969306796646e-11,4.4618572919206673e-10,3.942987598852701e-10,9.583802046225291e-08,1.3413381516613754e-09,0.0,1.0,44.77810219925797,0.0
